Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,,
2005-01-03,5.025024890899658,5.048826217651367,5.071989059448242,4.868253231048584,4.916571140289307,636143518
2005-01-04,4.821505069732666,4.844342231750488,5.054305076599121,4.818936824798584,5.01619815826416,552298420
2005-01-05,4.796964168548584,4.819684982299805,4.904118061065674,4.787804126739502,4.818190097808838,330698912
2005-01-06,4.674009799957275,4.696147918701172,4.879211902618408,4.675475120544434,4.858788013458252,417041336
2005-01-07,4.805392742156982,4.828153133392334,4.83811616897583,4.701876163482666,4.748202800750732,387964757
2005-01-10,4.835387706756592,4.858290195465088,4.934006214141846,4.777841091156006,4.844342231750488,302714411
2005-01-11,4.797707557678223,4.820432186126709,4.924293041229248,4.811464786529541,4.8722381591796875,279391317
2005-01-12,4.843319892883301,4.866260051727295,4.8799591064453125,4.744716167449951,4.8401079177856445,328338096
2005-01-13,4.842080593109131,4.865015029907227,4.916322231292725,4.833134174346924,4.866260051727295,275002929
2005-01-14,4.957103252410889,4.980582237243652,4.9815778732299805,4.835126876831055,4.881701946258545,387057368
2005-01-18,5.054524898529053,5.078464984893799,5.106359958648682,4.947954177856445,5.00548791885376,528878966
2005-01-19,4.890915393829346,4.91408109664917,5.1133341789245605,4.899385929107666,5.097145080566406,451995865
2005-01-20,4.807127475738525,4.829895973205566,4.8879289627075195,4.782075881958008,4.794528961181641,361413608
2005-01-21,4.667316913604736,4.689423084259033,4.865762233734131,4.68543815612793,4.845337867736816,371724110
2005-01-24,4.479909896850586,4.501129150390625,4.715575218200684,4.491166114807129,4.699635028839111,563010421
2005-01-25,4.390668869018555,4.411465167999268,4.538987159729004,4.390791893005371,4.531515121459961,427966132
2005-01-26,4.6911139488220215,4.7133331298828125,4.717566967010498,4.462025165557861,4.4650139808654785,494161321
2005-01-27,4.66235876083374,4.684442043304443,4.703868865966797,4.612709999084473,4.701377868652344,266089645
2005-01-28,4.718382835388184,4.7407307624816895,4.8493242263793945,4.641104221343994,4.732759952545166,490158373
2005-01-31,4.849269390106201,4.8722381591796875,4.890668869018555,4.775102138519287,4.8241682052612305,385306832
2005-02-01,4.757052898406982,4.779584884643555,4.898140907287598,4.74795389175415,4.841352939605713,756384528
2005-02-02,5.105589866638184,5.129772186279297,5.399759769439697,5.072486877441406,5.368627071380615,1316889593
2005-02-03,5.227056980133057,5.251814842224121,5.3143310546875,5.126036167144775,5.130519866943359,521471303
2005-02-04,5.065927505493164,5.089921951293945,5.1743550300598145,5.046085834503174,5.142475128173828,594993855
2005-02-07,4.859432697296143,4.882449150085449,5.140730857849121,4.869497776031494,5.112338066101074,520359150
2005-02-08,4.924132823944092,4.947455883026123,4.9818267822265625,4.845088958740234,4.905612945556641,460921194
2005-02-09,4.749120712280273,4.771615028381348,5.02117919921875,4.718812942504883,5.000257968902588,689434520
2005-02-10,4.659879207611084,4.68195104598999,4.78730583190918,4.613955974578857,4.781328201293945,762154073
2005-02-11,4.645501613616943,4.667504787445068,4.790046215057373,4.634378910064697,4.649074077606201,526606480
2005-02-14,4.784073829650879,4.806733131408691,4.8089752197265625,4.508102893829346,4.554180145263672,1548269624
2005-02-15,4.839601039886475,4.862524032592773,4.977344036102295,4.8089752197265625,4.821926116943359,1035177611
2005-02-16,4.918430805206299,4.941727161407471,4.964641094207764,4.839361190795898,4.8493242263793945,663770685
2005-02-17,4.905789375305176,4.929025173187256,4.975101947784424,4.901876926422119,4.927280902862549,418137429
2005-02-18,4.907028675079346,4.930270195007324,4.952436923980713,4.898140907287598,4.944218158721924,340708289
2005-02-22,4.74391508102417,4.766384124755859,4.953930854797363,4.741975784301758,4.894155979156494,541369609
2005-02-23,4.8078718185424805,4.830644130706787,4.843843936920166,4.698886871337891,4.814454078674316,625776806
2005-02-24,4.682437896728516,4.704616069793701,4.7285261154174805,4.538737773895264,4.567131042480469,1036442333
2005-02-25,4.607573986053467,4.629397869110107,4.730269908905029,4.620430946350098,4.711091995239258,400435325
2005-02-28,4.660127639770508,4.682199954986572,4.7290239334106445,4.628900051116943,4.632636070251465,313908211
2005-03-01,4.612284183502197,4.634130001068115,4.726036071777344,4.533009052276611,4.714579105377197,373844027
2005-03-02,4.590469837188721,4.612212181091309,4.674230098724365,4.5917887687683105,4.63139009475708,292512314
2005-03-03,4.635833740234375,4.6577911376953125,4.67622184753418,4.5905442237854,4.635873794555664,305484756
2005-03-04,4.6083173751831055,4.630145072937012,4.663768768310547,4.60947322845459,4.6500701904296875,271979640
2005-03-07,4.680454254150391,4.702622890472412,4.722300052642822,4.658289909362793,4.6769700050354,347995502
2005-03-08,4.590965270996094,4.612709999084473,4.7285261154174805,4.606982231140137,4.709846019744873,323050350
2005-03-09,4.495527267456055,4.516819953918457,4.5990118980407715,4.487181186676025,4.588053226470947,456119263
2005-03-10,4.461565971374512,4.4826979637146,4.5130839347839355,4.418438911437988,4.508351802825928,440063306
2005-03-11,4.407525062561035,4.428400993347168,4.506856918334961,4.412211894989014,4.494154930114746,322335682
2005-03-14,4.337867736816406,4.358414173126221,4.443345069885254,4.298140048980713,4.4416022300720215,447535208
2005-03-15,4.427604675292969,4.448575973510742,4.483195781707764,4.338985919952393,4.366135120391846,418446584
2005-03-16,4.352989673614502,4.373607158660889,4.448575973510742,4.358911991119385,4.401003837585449,285317446
2005-03-17,4.444460868835449,4.465511798858643,4.474228858947754,4.3785881996154785,4.41171407699585,331662510
2005-03-18,4.463052749633789,4.48419189453125,4.49315881729126,4.441103935241699,4.453557014465332,284663002
2005-03-21,4.4838762283325195,4.5051140785217285,4.537242889404297,4.414702892303467,4.4650139808654785,300470030
2005-03-22,4.427357196807861,4.44832706451416,4.531515121459961,4.429646968841553,4.5125861167907715,226112360
2005-03-23,4.436776638031006,4.457790851593018,4.48917293548584,4.4326348304748535,4.4326348304748535,194526410
2005-03-24,4.443469524383545,4.4645161628723145,4.504615783691406,4.463271141052246,4.500630855560303,148763520
2005-03-28,4.4972615242004395,4.5185627937316895,4.602747917175293,4.506856918334961,4.525039196014404,350830087
2005-03-29,4.451402187347412,4.4724860191345215,4.564889907836914,4.435125827789307,4.509347915649414,259890496
2005-03-30,4.473216533660889,4.494403839111328,4.51931095123291,4.473233222961426,4.499135971069336,250378977
2005-03-31,4.474703311920166,4.4958977699279785,4.517816066741943,4.4244160652160645,4.4321370124816895,271758815
2005-04-01,4.463052749633789,4.48419189453125,4.556670188903809,4.482946872711182,4.527031898498535,248206866
2005-04-04,4.593196868896484,4.614952087402344,4.61569881439209,4.47921085357666,4.4819512367248535,324266893
2005-04-05,4.674505233764648,4.696646213531494,4.738738059997559,4.671739101409912,4.675724029541016,350777892
2005-04-06,4.690617561340332,4.71283483505249,4.723545074462891,4.671988010406494,4.7133331298828125,210891521
2005-04-07,4.803160667419434,4.825911045074463,4.8473310470581055,4.698389053344727,4.701876163482666,389141150
2005-04-08,4.760771751403809,4.783320903778076,4.859285831451416,4.76837682723999,4.8241682052612305,205431131
2005-04-11,4.790023326873779,4.812710762023926,4.851813793182373,4.790046215057373,4.8092241287231445,217231195
2005-04-12,4.808119297027588,4.830893039703369,4.842350006103516,4.717566967010498,4.806982040405273,293881426
2005-04-13,4.782586574554443,4.805239200592041,4.8398590087890625,4.7255377769470215,4.818687915802002,263214910
2005-04-14,4.7458977699279785,4.76837682723999,4.840855121612549,4.734753131866455,4.813706874847412,247030473
2005-04-15,4.586008071899414,4.607728958129883,4.7407307624816895,4.5992608070373535,4.734753131866455,464831797
2005-04-18,4.634842395782471,4.656795024871826,4.679460048675537,4.570119857788086,4.597268104553223,262994085
2005-04-19,4.744658946990967,4.767131805419922,4.782075881958008,4.683196067810059,4.715575218200684,338463908
2005-04-20,4.9107465744018555,4.934006214141846,4.993782043457031,4.87946081161499,4.945960998535156,620376641
2005-04-21,5.062457084655762,5.086434841156006,5.105862140655518,4.964392185211182,4.991789817810059,712737539
2005-04-22,5.349764347076416,5.375102996826172,5.57908821105957,5.336496829986572,5.551691055297852,1333182435
2005-04-25,5.541136264801025,5.567381858825684,5.5975189208984375,5.417693138122559,5.425165176391602,796574608
2005-04-26,5.422643661499023,5.448328018188477,5.529274940490723,5.43687105178833,5.484941005706787,693469588
2005-04-27,5.448176383972168,5.473981857299805,5.500631809234619,5.398265838623047,5.429399013519287,412131000
2005-04-28,5.43999719619751,5.465763092041016,5.531267166137695,5.422424793243408,5.467008113861084,348613811
2005-04-29,5.4536309242248535,5.479462146759033,5.535501956939697,5.425165176391602,5.527032852172852,368182886
2005-05-02,5.5103983879089355,5.536498069763184,5.571616172790527,5.484692096710205,5.530519962310791,392160425
2005-05-03,5.607076644897461,5.633634090423584,5.682450771331787,5.512338161468506,5.525538921356201,713873782
2005-05-04,5.6643385887146,5.691167831420898,5.725539207458496,5.653808116912842,5.659536838531494,485151677
2005-05-05,5.626658916473389,5.6533098220825195,5.694157123565674,5.625913143157959,5.694157123565674,301509913
2005-05-06,5.652440547943115,5.679213047027588,5.709847927093506,5.640607833862305,5.688676834106445,271570110
2005-05-09,5.6028618812561035,5.62939977645874,5.691167831420898,5.6147050857543945,5.678715229034424,222302131
2005-05-10,5.646986484527588,5.673733234405518,5.673733234405518,5.597021102905273,5.615701198577881,254783425
2005-05-11,5.733501434326172,5.760657787322998,5.777842998504639,5.676970958709717,5.702874183654785,460873014
2005-05-12,5.669793128967285,5.696648120880127,5.784070014953613,5.6836957931518555,5.748702049255371,359269602
2005-05-13,5.682682514190674,5.709599018096924,5.755675792694092,5.661777973175049,5.708105087280273,297731805
2005-05-16,5.727551460266113,5.754680156707764,5.768877029418945,5.6929121017456055,5.720558166503906,228107811
2005-05-17,5.77911376953125,5.806486129760742,5.814455986022949,5.733509063720703,5.742475986480713,313526787
2005-05-18,5.928592681884766,5.9566731452941895,5.976847171783447,5.816198825836182,5.818440914154053,494325936
2005-05-19,5.929088115692139,5.9571709632873535,6.006734848022461,5.934505939483643,5.986063003540039,390116793
2005-05-20,5.989326000213623,6.017693996429443,6.01918888092041,5.968876838684082,6.007731914520264,327763952
2005-05-23,6.332408905029297,6.362401962280273,6.428404808044434,6.0450921058654785,6.056300163269043,858738744
2005-05-24,6.346043109893799,6.376101016998291,6.611219882965088,6.313834190368652,6.40001106262207,1166078427
2005-05-25,6.4652791023254395,6.495902061462402,6.500135898590088,6.24235200881958,6.294655799865723,725023418
2005-05-26,6.425368785858154,6.455801963806152,6.569375991821289,6.433385848999023,6.499638080596924,543895039
2005-05-27,6.593935012817383,6.625166893005371,6.626412868499756,6.457046985626221,6.487184047698975,489190760
2005-05-31,6.87330961227417,6.90586519241333,6.934010028839111,6.709103107452393,6.710597038269043,892805959
2005-06-01,7.1392974853515625,7.173112869262695,7.294907093048096,7.024171829223633,7.053562164306641,1412944285
2005-06-02,7.136819362640381,7.170622825622559,7.217446804046631,7.088430881500244,7.191295146942139,721658854
2005-06-03,6.947429656982422,6.9803361892700195,7.20549201965332,6.909351825714111,7.142975807189941,754108027
